Date,Product,Qty_Units,Group_Qty_Kg,Avg_Rate,Total_Amount,Category,Year,Month,Month_Name,Quarter,Week,Revenue_per_Kg
2023-12-02,Milma Katti Moru 500ml,432.0,222.48,28.09,12133.24,Curd,2023,12,Dec,4,48,54.53631787126933
2023-12-02,Skimmed Milk Curd 525g,20329.0,10672.73,30.64,622837.62,Curd,2023,12,Dec,4,48,58.35785408232008
2023-12-02,Dtm Curd 500g,1430.0,715.0,29.7,42464.34,Curd,2023,12,Dec,4,48,59.39068531468531
2023-12-03,Milma Katti Moru 500ml,426.0,219.39,28.6,12183.72,Curd,2023,12,Dec,4,48,55.534527553671545
2023-12-03,Skimmed Milk Curd 525g,16628.0,8729.7,30.6,508767.09,Curd,2023,12,Dec,4,48,58.280019931956424
2023-12-03,Dtm Curd 500g,1140.0,570.0,29.53,33669.49,Curd,2023,12,Dec,4,48,59.06928070175438
2023-12-04,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2023,12,Dec,4,49,54.00020000000001
2023-12-04,Special Curd 500gm- Tonned Milk,40.0,20.0,30.0,1200.0,Curd,2023,12,Dec,4,49,60.0
2023-12-04,Milma Katti Moru 500ml,570.0,293.55,28.28,16117.65,Curd,2023,12,Dec,4,49,54.905978538579454
2023-12-04,Skimmed Milk Curd 525g,14134.0,7420.35,30.63,432950.93,Curd,2023,12,Dec,4,49,58.34642975061823
2023-12-04,Dtm Curd 500g,1265.0,632.5,29.84,37747.69,Curd,2023,12,Dec,4,49,59.680142292490125
2023-12-05,Skimmed Milk Curd 5kg,3.0,15.0,270.0,810.01,Curd,2023,12,Dec,4,49,54.00066666666667
2023-12-05,Special Curd 500gm- Tonned Milk,60.0,30.0,30.0,1800.0,Curd,2023,12,Dec,4,49,60.0
2023-12-05,Milma Katti Moru 500ml,498.0,256.47,28.34,14110.91,Curd,2023,12,Dec,4,49,55.019729403049084
2023-12-05,Skimmed Milk Curd 525g,13969.0,7333.73,30.65,428130.88,Curd,2023,12,Dec,4,49,58.37832589964452
2023-12-05,Dtm Curd 500g,955.0,477.5,29.78,28438.44,Curd,2023,12,Dec,4,49,59.55694240837696
2023-12-05,Set Curd 1 Kg - Toned Milk,4.0,4.0,96.0,383.99,Curd,2023,12,Dec,4,49,95.9975
2023-12-06,Skimmed Milk Curd 5kg,2.0,10.0,270.01,540.01,Curd,2023,12,Dec,4,49,54.001
2023-12-06,Special Curd 500gm- Tonned Milk,15.0,7.5,32.86,492.91,Curd,2023,12,Dec,4,49,65.72133333333333
2023-12-06,Milma Katti Moru 500ml,462.0,237.93,28.24,13047.79,Curd,2023,12,Dec,4,49,54.83877611062077
2023-12-06,Skimmed Milk Curd 525g,15643.0,8212.58,30.68,479919.19,Curd,2023,12,Dec,4,49,58.437079456151416
2023-12-06,Dtm Curd 500g,1190.0,595.0,29.75,35397.45,Curd,2023,12,Dec,4,49,59.49151260504201
2023-12-07,Milma Katti Moru 500ml,510.0,262.65,28.04,14301.58,Curd,2023,12,Dec,4,49,54.451094612602326
2023-12-07,Skimmed Milk Curd 525g,13988.0,7343.7,30.62,428351.42,Curd,2023,12,Dec,4,49,58.329101134305596
2023-12-07,Dtm Curd 500g,970.0,485.0,29.73,28835.79,Curd,2023,12,Dec,4,49,59.45523711340206
2023-12-07,Set Curd 1 Kg - Toned Milk,1.0,1.0,96.01,96.01,Curd,2023,12,Dec,4,49,96.01
2023-12-08,Special Curd 500gm- Tonned Milk,30.0,15.0,30.0,900.0,Curd,2023,12,Dec,4,49,60.0
2023-12-08,Milma Katti Moru 500ml,378.0,194.67,28.39,10730.96,Curd,2023,12,Dec,4,49,55.12385061899625
2023-12-08,Skimmed Milk Curd 525g,18408.0,9664.2,30.61,563473.71,Curd,2023,12,Dec,4,49,58.30526168746507
2023-12-08,Dtm Curd 500g,1100.0,550.0,29.61,32566.09,Curd,2023,12,Dec,4,49,59.21107272727273
2023-12-09,Skimmed Milk Curd 5kg,20.0,100.0,270.0,5400.0,Curd,2023,12,Dec,4,49,54.0
2023-12-09,Milma Katti Moru 500ml,396.0,203.94,28.16,11149.76,Curd,2023,12,Dec,4,49,54.67176620574679
2023-12-09,Skimmed Milk Curd 525g,24178.0,12693.45,30.73,742892.38,Curd,2023,12,Dec,4,49,58.525647479605624
2023-12-09,Dtm Curd 500g,1550.0,775.0,29.4,45569.93,Curd,2023,12,Dec,4,49,58.79990967741936
2023-12-10,Skimmed Milk Curd 5kg,2.0,10.0,270.01,540.01,Curd,2023,12,Dec,4,49,54.001
2023-12-10,Milma Katti Moru 500ml,408.0,210.12,28.09,11459.87,Curd,2023,12,Dec,4,49,54.53964401294499
2023-12-10,Skimmed Milk Curd 525g,14226.0,7468.65,30.64,435936.43,Curd,2023,12,Dec,4,49,58.36883908069062
2023-12-10,Dtm Curd 500g,1080.0,540.0,29.53,31893.59,Curd,2023,12,Dec,4,49,59.0622037037037
2023-12-10,Set Curd 1 Kg - Toned Milk,4.0,4.0,96.0,383.99,Curd,2023,12,Dec,4,49,95.9975
2023-12-11,Milma Katti Moru 500ml,384.0,197.76,28.47,10932.56,Curd,2023,12,Dec,4,50,55.28195792880259
2023-12-11,Skimmed Milk Curd 525g,14158.0,7432.95,30.61,433340.92,Curd,2023,12,Dec,4,50,58.29999125515441
2023-12-11,Dtm Curd 500g,1170.0,585.0,29.81,34873.66,Curd,2023,12,Dec,4,50,59.61309401709402
2023-12-12,Skimmed Milk Curd 5kg,2.0,10.0,270.01,540.01,Curd,2023,12,Dec,4,50,54.001
2023-12-12,Milma Katti Moru 500ml,510.0,262.65,28.17,14367.99,Curd,2023,12,Dec,4,50,54.703940605368366
2023-12-12,Skimmed Milk Curd 525g,12388.0,6503.7,30.63,379382.82,Curd,2023,12,Dec,4,50,58.33338253609484
2023-12-12,Dtm Curd 500g,1195.0,597.5,29.64,35421.46,Curd,2023,12,Dec,4,50,59.28277824267782
2023-12-13,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2023,12,Dec,4,50,54.00020000000001
2023-12-13,Special Curd 500gm- Tonned Milk,80.0,40.0,30.0,2400.0,Curd,2023,12,Dec,4,50,60.0
2023-12-13,Milma Katti Moru 500ml,444.0,228.66,28.35,12589.3,Curd,2023,12,Dec,4,50,55.05685296947433
2023-12-13,Skimmed Milk Curd 525g,13638.0,7159.95,30.63,417734.36,Curd,2023,12,Dec,4,50,58.34319513404423
2023-12-13,Dtm Curd 500g,915.0,457.5,29.6,27083.94,Curd,2023,12,Dec,4,50,59.19986885245901
2023-12-13,Set Curd 1 Kg - Toned Milk,6.0,6.0,96.0,576.01,Curd,2023,12,Dec,4,50,96.00166666666667
2023-12-14,Skimmed Milk Curd 5kg,2.0,10.0,270.01,540.01,Curd,2023,12,Dec,4,50,54.001
2023-12-14,Milma Katti Moru 500ml,312.0,160.68,28.48,8885.98,Curd,2023,12,Dec,4,50,55.302340054767235
2023-12-14,Skimmed Milk Curd 525g,12378.0,6498.45,30.67,379648.27,Curd,2023,12,Dec,4,50,58.42135740061092
2023-12-14,Dtm Curd 500g,915.0,457.5,29.76,27232.72,Curd,2023,12,Dec,4,50,59.52507103825137
2023-12-15,Skimmed Milk Curd 5kg,6.0,30.0,270.0,1620.0,Curd,2023,12,Dec,4,50,54.0
2023-12-15,Milma Katti Moru 500ml,450.0,231.75,28.16,12671.39,Curd,2023,12,Dec,4,50,54.67697950377562
2023-12-15,Skimmed Milk Curd 525g,15063.0,7908.08,30.58,460692.41,Curd,2023,12,Dec,4,50,58.255911675147445
2023-12-15,Dtm Curd 500g,1355.0,677.5,29.63,40151.25,Curd,2023,12,Dec,4,50,59.26383763837639
2023-12-16,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2023,12,Dec,4,50,54.00033333333333
2023-12-16,Milma Katti Moru 500ml,348.0,179.22,28.4,9882.71,Curd,2023,12,Dec,4,50,55.142896998102884
2023-12-16,Skimmed Milk Curd 525g,19739.0,10362.98,30.68,605495.2,Curd,2023,12,Dec,4,50,58.428675921404846
2023-12-16,Dtm Curd 500g,1580.0,790.0,29.5,46615.95,Curd,2023,12,Dec,4,50,59.007531645569614
2023-12-17,Milma Katti Moru 500ml,330.0,169.95,28.12,9278.21,Curd,2023,12,Dec,4,50,54.59376287143277
2023-12-17,Skimmed Milk Curd 525g,13931.0,7313.78,30.62,426605.31,Curd,2023,12,Dec,4,50,58.32897762853135
2023-12-17,Dtm Curd 500g,1065.0,532.5,29.48,31393.71,Curd,2023,12,Dec,4,50,58.95532394366197
2023-12-18,Skimmed Milk Curd 5kg,2.0,10.0,270.01,540.01,Curd,2023,12,Dec,4,51,54.001
2023-12-18,Special Curd 500gm- Tonned Milk,30.0,15.0,30.0,900.0,Curd,2023,12,Dec,4,51,60.0
2023-12-18,Milma Katti Moru 500ml,828.0,426.42,27.4,22686.08,Curd,2023,12,Dec,4,51,53.20125697668965
2023-12-18,Skimmed Milk Curd 525g,10943.0,5745.08,30.57,334537.49,Curd,2023,12,Dec,4,51,58.23025789022955
2023-12-18,Dtm Curd 500g,710.0,355.0,29.45,20910.57,Curd,2023,12,Dec,4,51,58.90301408450704
2023-12-19,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2023,12,Dec,4,51,54.00020000000001
2023-12-19,Milma Katti Moru 500ml,336.0,173.04,28.29,9506.26,Curd,2023,12,Dec,4,51,54.93677762367083
2023-12-19,Skimmed Milk Curd 525g,11840.0,6216.0,30.65,362927.73,Curd,2023,12,Dec,4,51,58.38605694980695
2023-12-19,Dtm Curd 500g,985.0,492.5,29.69,29242.65,Curd,2023,12,Dec,4,51,59.375939086294416
2023-12-19,Set Curd 1 Kg - Toned Milk,4.0,4.0,96.0,383.99,Curd,2023,12,Dec,4,51,95.9975
2023-12-20,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2023,12,Dec,4,51,54.00033333333333
2023-12-20,Special Curd 500gm- Tonned Milk,10.0,5.0,32.86,328.59,Curd,2023,12,Dec,4,51,65.71799999999999
2023-12-20,Milma Katti Moru 500ml,372.0,191.58,27.98,10410.13,Curd,2023,12,Dec,4,51,54.33829209729616
2023-12-20,Skimmed Milk Curd 525g,11300.0,5932.5,30.65,346370.19,Curd,2023,12,Dec,4,51,58.385198482933
2023-12-20,Dtm Curd 500g,675.0,337.5,29.63,19998.5,Curd,2023,12,Dec,4,51,59.254814814814814
2023-12-20,Set Curd 1 Kg - Toned Milk,3.0,3.0,96.0,288.01,Curd,2023,12,Dec,4,51,96.00333333333333
2023-12-21,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2023,12,Dec,4,51,54.00020000000001
2023-12-21,Milma Katti Moru 500ml,394.0,202.91,28.22,11117.99,Curd,2023,12,Dec,4,51,54.79271598245528
2023-12-21,Skimmed Milk Curd 525g,12542.0,6584.55,30.62,384075.72,Curd,2023,12,Dec,4,51,58.329835751873695
2023-12-21,Dtm Curd 500g,935.0,467.5,29.71,27775.15,Curd,2023,12,Dec,4,51,59.41208556149733
2023-12-21,Set Curd 1 Kg - Toned Milk,3.0,3.0,96.0,288.01,Curd,2023,12,Dec,4,51,96.00333333333333
2023-12-22,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2023,12,Dec,4,51,54.00033333333333
2023-12-22,Milma Katti Moru 500ml,390.0,200.85,28.31,11041.06,Curd,2023,12,Dec,4,51,54.97167040079661
2023-12-22,Skimmed Milk Curd 525g,16142.0,8474.55,30.61,494104.07,Curd,2023,12,Dec,4,51,58.30446100382912
2023-12-22,Dtm Curd 500g,1130.0,565.0,29.67,33528.6,Curd,2023,12,Dec,4,51,59.342654867256634
2023-12-22,Set Curd 1 Kg - Toned Milk,4.0,4.0,96.0,383.99,Curd,2023,12,Dec,4,51,95.9975
2023-12-23,Skimmed Milk Curd 5kg,20.0,100.0,277.29,5545.72,Curd,2023,12,Dec,4,51,55.4572
2023-12-23,Milma Katti Moru 500ml,390.0,200.85,28.28,11027.84,Curd,2023,12,Dec,4,51,54.9058501369181
2023-12-23,Skimmed Milk Curd 525g,23217.0,12188.93,30.65,711535.09,Curd,2023,12,Dec,4,51,58.375516964983795
2023-12-23,Dtm Curd 500g,1535.0,767.5,29.49,45274.68,Curd,2023,12,Dec,4,51,58.98981107491857
2023-12-24,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2023,12,Dec,4,51,54.00033333333333
2023-12-24,Milma Katti Moru 500ml,368.0,189.52,27.96,10289.09,Curd,2023,12,Dec,4,51,54.2902596032081
2023-12-24,Skimmed Milk Curd 525g,21329.0,11197.73,30.64,653489.84,Curd,2023,12,Dec,4,51,58.35913528902733
2023-12-24,Dtm Curd 500g,1295.0,647.5,29.61,38347.41,Curd,2023,12,Dec,4,51,59.22379922779923
2023-12-25,Milma Katti Moru 500ml,402.0,207.03,28.27,11364.53,Curd,2023,12,Dec,4,52,54.89315558131672
2023-12-25,Skimmed Milk Curd 525g,18490.0,9707.25,30.6,565853.19,Curd,2023,12,Dec,4,52,58.291811790156835
2023-12-25,Dtm Curd 500g,1220.0,610.0,29.61,36118.13,Curd,2023,12,Dec,4,52,59.210049180327864
2023-12-26,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2023,12,Dec,4,52,54.00033333333333
2023-12-26,Special Curd 500gm- Tonned Milk,40.0,20.0,30.0,1200.0,Curd,2023,12,Dec,4,52,60.0
2023-12-26,Milma Katti Moru 500ml,496.0,255.44,28.35,14059.16,Curd,2023,12,Dec,4,52,55.038991544002506
2023-12-26,Skimmed Milk Curd 525g,17042.0,8947.05,30.64,522131.07,Curd,2023,12,Dec,4,52,58.35790232534747
2023-12-26,Dtm Curd 500g,1040.0,520.0,29.59,30771.54,Curd,2023,12,Dec,4,52,59.17603846153846
2023-12-26,Set Curd 1 Kg - Toned Milk,4.0,4.0,96.0,383.99,Curd,2023,12,Dec,4,52,95.9975
2023-12-27,Milma Katti Moru 500ml,318.0,163.77,28.24,8981.39,Curd,2023,12,Dec,4,52,54.841485009464485
2023-12-27,Skimmed Milk Curd 525g,17467.0,9170.18,30.62,534926.66,Curd,2023,12,Dec,4,52,58.333278081782474
2023-12-27,Dtm Curd 500g,1040.0,520.0,29.62,30808.74,Curd,2023,12,Dec,4,52,59.24757692307693
2023-12-28,Skimmed Milk Curd 5kg,27.0,135.0,270.0,7289.99,Curd,2023,12,Dec,4,52,53.99992592592592
2023-12-28,Milma Katti Moru 500ml,384.0,197.76,28.16,10813.13,Curd,2023,12,Dec,4,52,54.67804409385113
2023-12-28,Skimmed Milk Curd 525g,16033.0,8417.33,30.62,491001.53,Curd,2023,12,Dec,4,52,58.33221817369641
2023-12-28,Dtm Curd 500g,1115.0,557.5,29.65,33056.61,Curd,2023,12,Dec,4,52,59.29436771300448
2023-12-29,Milma Katti Moru 500ml,375.0,193.13,28.44,10663.39,Curd,2023,12,Dec,4,52,55.21353492466214
2023-12-29,Skimmed Milk Curd 525g,18538.0,9732.45,30.63,567809.25,Curd,2023,12,Dec,4,52,58.341861504554345
2023-12-29,Dtm Curd 500g,890.0,445.0,29.82,26536.08,Curd,2023,12,Dec,4,52,59.63164044943821
2023-12-30,Skimmed Milk Curd 5kg,32.0,160.0,270.0,8640.02,Curd,2023,12,Dec,4,52,54.000125000000004
2023-12-30,Milma Katti Moru 500ml,382.0,196.73,28.19,10767.98,Curd,2023,12,Dec,4,52,54.734814212372285
2023-12-30,Skimmed Milk Curd 525g,24618.0,12924.45,30.66,754701.13,Curd,2023,12,Dec,4,52,58.39328791553992
2023-12-30,Dtm Curd 500g,1245.0,622.5,29.58,36824.1,Curd,2023,12,Dec,4,52,59.155180722891565
2023-12-31,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2023,12,Dec,4,52,54.00020000000001
2023-12-31,Milma Katti Moru 500ml,420.0,216.3,28.37,11915.95,Curd,2023,12,Dec,4,52,55.089921405455385
2023-12-31,Skimmed Milk Curd 525g,19411.0,10190.78,30.62,594353.25,Curd,2023,12,Dec,4,52,58.32264556785643
2023-12-31,Dtm Curd 500g,1245.0,622.5,29.71,36991.42,Curd,2023,12,Dec,4,52,59.42396787148594
2023-12-31,Set Curd 1 Kg - Toned Milk,3.0,3.0,96.0,288.01,Curd,2023,12,Dec,4,52,96.00333333333333
2024-01-01,Skimmed Milk Curd 5kg,10.0,50.0,297.0,2970.01,Curd,2024,1,Jan,1,1,59.400200000000005
2024-01-01,Special Curd 500gm- Tonned Milk,40.0,20.0,30.0,1200.0,Curd,2024,1,Jan,1,1,60.0
2024-01-01,Milma Katti Moru 500ml,984.0,506.76,27.48,27036.23,Curd,2024,1,Jan,1,1,53.35115241929118
2024-01-01,Skimmed Milk Curd 525g,16449.0,8635.73,30.61,503512.64,Curd,2024,1,Jan,1,1,58.305741379130666
2024-01-01,Dtm Curd 500g,1105.0,552.5,29.61,32720.31,Curd,2024,1,Jan,1,1,59.222280542986425
2024-01-02,Skimmed Milk Curd 5kg,6.0,30.0,297.0,1782.0,Curd,2024,1,Jan,1,1,59.4
2024-01-02,Special Curd 500gm- Tonned Milk,40.0,20.0,30.0,1200.0,Curd,2024,1,Jan,1,1,60.0
2024-01-02,Milma Katti Moru 500ml,430.0,221.45,28.36,12194.33,Curd,2024,1,Jan,1,1,55.06583878979454
2024-01-02,Skimmed Milk Curd 525g,14358.0,7537.95,30.63,439828.52,Curd,2024,1,Jan,1,1,58.348558958337485
2024-01-02,Dtm Curd 500g,820.0,410.0,29.64,24302.9,Curd,2024,1,Jan,1,1,59.27536585365854
2024-01-02,Set Curd 1 Kg - Toned Milk,4.0,4.0,96.0,383.99,Curd,2024,1,Jan,1,1,95.9975
2024-01-03,Milma Katti Moru 500ml,432.0,222.48,28.12,12146.49,Curd,2024,1,Jan,1,1,54.59587378640777
2024-01-03,Skimmed Milk Curd 525g,14203.0,7456.58,30.59,434463.36,Curd,2024,1,Jan,1,1,58.26576795260025
2024-01-03,Dtm Curd 500g,955.0,477.5,29.75,28410.49,Curd,2024,1,Jan,1,1,59.498408376963354
2024-01-04,Skimmed Milk Curd 5kg,12.0,60.0,297.0,3564.0,Curd,2024,1,Jan,1,1,59.4
2024-01-04,Milma Katti Moru 500ml,460.0,236.9,28.12,12936.43,Curd,2024,1,Jan,1,1,54.60713381173491
2024-01-04,Skimmed Milk Curd 525g,12482.0,6553.05,30.64,382483.79,Curd,2024,1,Jan,1,1,58.36729309252943
2024-01-04,Dtm Curd 500g,1000.0,500.0,29.61,29612.28,Curd,2024,1,Jan,1,1,59.22456
2024-01-05,Milma Katti Moru 500ml,390.0,200.85,28.28,11027.85,Curd,2024,1,Jan,1,1,54.90589992531741
2024-01-05,Skimmed Milk Curd 525g,14960.0,7854.0,30.61,457916.96,Curd,2024,1,Jan,1,1,58.303661828367716
2024-01-05,Dtm Curd 500g,570.0,285.0,29.7,16927.69,Curd,2024,1,Jan,1,1,59.39540350877193
2024-01-05,Set Curd 1 Kg - Toned Milk,3.0,3.0,96.0,288.01,Curd,2024,1,Jan,1,1,96.00333333333333
2024-01-06,Skimmed Milk Curd 5kg,2.0,10.0,297.0,593.99,Curd,2024,1,Jan,1,1,59.399
2024-01-06,Milma Katti Moru 500ml,306.0,157.59,28.12,8604.89,Curd,2024,1,Jan,1,1,54.603020496224374
2024-01-06,Skimmed Milk Curd 525g,18107.0,9506.18,30.64,554780.26,Curd,2024,1,Jan,1,1,58.35995741717493
2024-01-06,Dtm Curd 500g,970.0,485.0,29.77,28873.11,Curd,2024,1,Jan,1,1,59.53218556701031
2024-01-07,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2024,1,Jan,1,1,54.00020000000001
2024-01-07,Milma Katti Moru 500ml,354.0,182.31,28.22,9991.3,Curd,2024,1,Jan,1,1,54.80390543579617
2024-01-07,Skimmed Milk Curd 525g,13517.0,7096.43,30.66,414404.95,Curd,2024,1,Jan,1,1,58.39625699119134
2024-01-07,Dtm Curd 500g,1005.0,502.5,29.64,29785.1,Curd,2024,1,Jan,1,1,59.273830845771144
2024-01-08,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2024,1,Jan,1,2,54.00033333333333
2024-01-08,Special Curd 500gm- Tonned Milk,80.0,40.0,30.0,2400.0,Curd,2024,1,Jan,1,2,60.0
2024-01-08,Milma Katti Moru 500ml,498.0,256.47,28.15,14018.04,Curd,2024,1,Jan,1,2,54.65762077435957
2024-01-08,Skimmed Milk Curd 525g,13134.0,6895.35,30.63,402294.27,Curd,2024,1,Jan,1,2,58.34283538906654
2024-01-08,Dtm Curd 500g,740.0,370.0,29.73,22003.0,Curd,2024,1,Jan,1,2,59.46756756756757
2024-01-08,Set Curd 1 Kg - Toned Milk,2.0,2.0,96.0,192.0,Curd,2024,1,Jan,1,2,96.0
2024-01-09,Milma Katti Moru 500ml,294.0,151.41,28.3,8321.28,Curd,2024,1,Jan,1,2,54.9585892609471
2024-01-09,Skimmed Milk Curd 525g,11904.0,6249.6,30.62,364549.09,Curd,2024,1,Jan,1,2,58.33158762160778
2024-01-09,Dtm Curd 500g,695.0,347.5,29.64,20596.71,Curd,2024,1,Jan,1,2,59.27110791366906
2024-01-10,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2024,1,Jan,1,2,54.00033333333333
2024-01-10,Special Curd 500gm- Tonned Milk,20.0,10.0,31.43,628.58,Curd,2024,1,Jan,1,2,62.858000000000004
2024-01-10,Milma Katti Moru 500ml,420.0,216.3,28.31,11889.36,Curd,2024,1,Jan,1,2,54.966990291262135
2024-01-10,Skimmed Milk Curd 525g,11621.0,6101.03,30.57,355217.06,Curd,2024,1,Jan,1,2,58.222473910143044
2024-01-10,Dtm Curd 500g,680.0,340.0,29.69,20189.94,Curd,2024,1,Jan,1,2,59.382176470588234
2024-01-11,Milma Katti Moru 500ml,396.0,203.94,28.19,11163.05,Curd,2024,1,Jan,1,2,54.736932431107185
2024-01-11,Skimmed Milk Curd 525g,12069.0,6336.23,30.61,369439.54,Curd,2024,1,Jan,1,2,58.30589167375553
2024-01-11,Dtm Curd 500g,790.0,395.0,29.66,23433.5,Curd,2024,1,Jan,1,2,59.3253164556962
2024-01-12,Skimmed Milk Curd 5kg,2.0,10.0,270.01,540.01,Curd,2024,1,Jan,1,2,54.001
2024-01-12,Milma Katti Moru 500ml,402.0,207.03,28.07,11284.9,Curd,2024,1,Jan,1,2,54.50852533449258
2024-01-12,Skimmed Milk Curd 525g,16102.0,8453.55,30.61,492857.47,Curd,2024,1,Jan,1,2,58.30183414068646
2024-01-12,Dtm Curd 500g,875.0,437.5,29.59,25887.54,Curd,2024,1,Jan,1,2,59.17152
2024-01-13,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2024,1,Jan,1,2,54.00020000000001
2024-01-13,Milma Katti Moru 500ml,282.0,145.23,28.5,8037.62,Curd,2024,1,Jan,1,2,55.34407491565104
2024-01-13,Skimmed Milk Curd 525g,19027.0,9989.18,30.69,583903.41,Curd,2024,1,Jan,1,2,58.453587781980104
2024-01-13,Dtm Curd 500g,1065.0,532.5,29.74,31672.71,Curd,2024,1,Jan,1,2,59.4792676056338
2024-01-14,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2024,1,Jan,1,2,54.00033333333333
2024-01-14,Milma Katti Moru 500ml,424.0,218.36,28.41,12045.82,Curd,2024,1,Jan,1,2,55.164956951822674
2024-01-14,Skimmed Milk Curd 525g,15675.0,8229.38,30.63,480096.12,Curd,2024,1,Jan,1,2,58.339281938615066
2024-01-14,Dtm Curd 500g,1070.0,535.0,29.67,31743.19,Curd,2024,1,Jan,1,2,59.33306542056074
2024-01-15,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2024,1,Jan,1,3,54.00020000000001
2024-01-15,Milma Katti Moru 500ml,372.0,191.58,28.27,10516.21,Curd,2024,1,Jan,1,3,54.892003340640976
2024-01-15,Skimmed Milk Curd 525g,14728.0,7732.2,30.61,450810.38,Curd,2024,1,Jan,1,3,58.302990093375755
2024-01-15,Dtm Curd 500g,1115.0,557.5,29.71,33121.72,Curd,2024,1,Jan,1,3,59.41115695067265
2024-01-16,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2024,1,Jan,1,3,54.00033333333333
2024-01-16,Special Curd 500gm- Tonned Milk,80.0,40.0,30.0,2400.0,Curd,2024,1,Jan,1,3,60.0
2024-01-16,Milma Katti Moru 500ml,480.0,247.2,28.17,13519.65,Curd,2024,1,Jan,1,3,54.69114077669903
2024-01-16,Skimmed Milk Curd 525g,16338.0,8577.45,30.62,500211.86,Curd,2024,1,Jan,1,3,58.3170825828189
2024-01-16,Dtm Curd 500g,900.0,450.0,29.64,26677.13,Curd,2024,1,Jan,1,3,59.28251111111111
2024-01-16,Set Curd 1 Kg - Toned Milk,4.0,4.0,96.01,384.02,Curd,2024,1,Jan,1,3,96.005
2024-01-17,Milma Katti Moru 500ml,450.0,231.75,28.25,12711.14,Curd,2024,1,Jan,1,3,54.84850053937432
2024-01-17,Skimmed Milk Curd 525g,13970.0,7334.25,30.65,428192.88,Curd,2024,1,Jan,1,3,58.382640351774214
2024-01-17,Dtm Curd 500g,730.0,365.0,29.54,21564.47,Curd,2024,1,Jan,1,3,59.0807397260274
2024-01-18,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2024,1,Jan,1,3,54.00033333333333
2024-01-18,Milma Katti Moru 500ml,370.0,190.55,28.41,10510.95,Curd,2024,1,Jan,1,3,55.16111256887956
2024-01-18,Skimmed Milk Curd 525g,12867.0,6755.18,30.64,394308.71,Curd,2024,1,Jan,1,3,58.371310609043725
2024-01-18,Dtm Curd 500g,766.0,383.0,29.84,22860.72,Curd,2024,1,Jan,1,3,59.68856396866841
2024-01-19,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2024,1,Jan,1,3,54.00020000000001
2024-01-19,Milma Katti Moru 500ml,480.0,247.2,28.03,13453.36,Curd,2024,1,Jan,1,3,54.42297734627832
2024-01-19,Skimmed Milk Curd 525g,18088.0,9496.2,30.6,553498.41,Curd,2024,1,Jan,1,3,58.28630504833512
2024-01-19,Dtm Curd 500g,1015.0,507.5,29.63,30074.91,Curd,2024,1,Jan,1,3,59.260906403940886
2024-01-20,Skimmed Milk Curd 5kg,10.0,50.0,270.0,2700.01,Curd,2024,1,Jan,1,3,54.00020000000001
2024-01-20,Milma Katti Moru 500ml,500.0,257.5,28.17,14085.18,Curd,2024,1,Jan,1,3,54.699728155339805
2024-01-20,Skimmed Milk Curd 525g,27877.0,14635.43,30.73,856554.01,Curd,2024,1,Jan,1,3,58.52605697270254
2024-01-20,Dtm Curd 500g,1110.0,555.0,29.87,33153.57,Curd,2024,1,Jan,1,3,59.73616216216216
2024-01-20,Set Curd 1 Kg - Toned Milk,1.0,1.0,96.01,96.01,Curd,2024,1,Jan,1,3,96.01
2024-01-21,Skimmed Milk Curd 5kg,12.0,60.0,270.0,3240.02,Curd,2024,1,Jan,1,3,54.00033333333333
2024-01-21,Milma Katti Moru 500ml,402.0,207.03,28.24,11351.25,Curd,2024,1,Jan,1,3,54.829010288364
2024-01-21,Skimmed Milk Curd 525g,16399.0,8609.48,30.61,502051.6,Curd,2024,1,Jan,1,3,58.3138122163011
2024-01-21,Dtm Curd 500g,935.0,467.5,29.49,27570.5,Curd,2024,1,Jan,1,3,58.97433155080214
2024-01-22,Special Curd 500gm- Tonned Milk,40.0,20.0,30.0,1200.0,Curd,2024,1,Jan,1,4,60.0
